Rule: ('otc alterations permit', '2.0') ==> ('St',)	 , confidence: 0.752,lift: 1.081
Rule: ('5.0', '', 'complete', '0.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.993,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.993,lift: 1.818
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.993,lift: 1.105
Rule: ('', '5.0', 'complete', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.993,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('5.0', '', 'complete', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('8',)	 , confidence: 0.993,lift: 1.105
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 0.993,lift: 1.105
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.993,lift: 1.105
Rule: ('', '5.0', 'St', 'complete', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.993,lift: 1.105
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('', '8')	 , confidence: 0.993,lift: 1.105
Rule: ('', '5.0', 'St', 'complete', '0.0') ==> ('8',)	 , confidence: 0.993,lift: 1.105
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('', '5.0', '0.0', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('0.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.994,lift: 1.106
Rule: ('0.0', 'complete') ==> ('8',)	 , confidence: 0.994,lift: 1.106
Rule: ('0.0', 'complete') ==> ('', '8')	 , confidence: 0.994,lift: 1.106
Rule: ('', '0.0', 'complete') ==> ('8',)	 , confidence: 0.994,lift: 1.106
Rule: ('0.0', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 0.994,lift: 1.106
Rule: ('', '0.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.994,lift: 1.106
Rule: ('0.0', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.994,lift: 1.000
Rule: ('0.0', 'complete') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.994,lift: 1.000
Rule: ('', '0.0', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.994,lift: 1.000
Rule: ('Y', 'St') ==> ('2.0',)	 , confidence: 0.995,lift: 1.741
Rule: ('Y', 'St') ==> ('', '2.0')	 , confidence: 0.995,lift: 1.741
Rule: ('', 'Y', 'St') ==> ('2.0',)	 , confidence: 0.995,lift: 1.741
Rule: ('5.0', '0.0', 'complete') ==> ('8',)	 , confidence: 0.995,lift: 1.107
Rule: ('5.0', '0.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.995,lift: 1.107
Rule: ('5.0', '0.0', 'complete') ==> ('', '8')	 , confidence: 0.995,lift: 1.107
Rule: ('5.0', '', 'complete', '0.0') ==> ('8',)	 , confidence: 0.995,lift: 1.107
Rule: ('5.0', '0.0', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 0.995,lift: 1.107
Rule: ('', '5.0', 'complete', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.995,lift: 1.107
Rule: ('5.0', '0.0', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('5.0', '0.0', 'complete') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('5.0', '', 'complete', '0.0') ==> ('otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('8',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('5.0', '8')	 , confidence: 0.995,lift: 1.821
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('8',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.995,lift: 1.821
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('', '8')	 , confidence: 0.995,lift: 1.107
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('8',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 0.995,lift: 1.107
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.995,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.995,lift: 1.821
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 0.995,lift: 1.107
Rule: ('', '5.0', 'wood frame (5)', 'complete', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('5.0', '', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('', '8')	 , confidence: 0.995,lift: 1.107
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('5.0', '8')	 , confidence: 0.995,lift: 1.821
Rule: ('5.0', '', 'wood frame (5)', 'complete', '0.0') ==> ('8',)	 , confidence: 0.995,lift: 1.107
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('', '5.0', '8', 'otc alterations permit')	 , confidence: 0.995,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('', '5.0', 'wood frame (5)', 'complete', '0.0') ==> ('otc alterations permit', '8')	 , confidence: 0.995,lift: 1.000
Rule: ('issued', 'St', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', 'issued') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'issued', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('issued', '8', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'issued', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('issued', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('issued', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('issued', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'issued') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'issued') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'issued', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('issued',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'St', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('St',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8',) ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit',) ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'Av') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'Av') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Av',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('complete',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Financial District/South Beach',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8',) ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit',) ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)',) ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('wood frame (5)',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Y',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('constr type 1',) ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('3.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('constr type 1',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('6.0',) ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', '1.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '1.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '6.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('St', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('3.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('1.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Y', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '6.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('2.0', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('issued', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('otc alterations permit', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('5.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Financial District/South Beach', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('St', '6.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('complete', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Y', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('constr type 1',) ==> ('', '1.0')	 , confidence: 1.000,lift: 4.736
Rule: ('', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('1.0', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8.0', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Y', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('Y', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('Y', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '8.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('Y', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Financial District/South Beach', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('8', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)',) ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('St', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('2.0', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Financial District/South Beach', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('Financial District/South Beach', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8.0', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Financial District/South Beach', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'constr type 1') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'issued') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('issued', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('1.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'issued') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '1.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('issued', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('wood frame (5)', 'Av') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('8', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('issued', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '6.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '6.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '1.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '1.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'Av') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'Av') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', '1.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'complete', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', '3.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'otc alterations permit', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('8', 'St', '0.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'St', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('constr type 1', '2.0', 'St') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('otc alterations permit', 'constr type 1', 'St') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('8.0', 'St', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8.0', 'St', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '1.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('Y', 'otc alterations permit', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', 'constr type 1') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('Y', 'otc alterations permit') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('Y', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'Y') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'Y', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('Y', 'otc alterations permit', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('Y', '8', '2.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
